teks,clean1,clean2,clean3,sentimen_lexicon,label_lexicon,cleaned
"@ birin_jambi @ ariefapriansya1 @ _tiono_tiono_ @ stephanus_sj @ detikcom @ dr_koko28 @ gundidr @ blogdokter webinar vaksin , konsul puskes/pelaksana vaksin , konsul . sosmed melulu . srawung saudara laki-laki srawung", birinjambi    tionotiono  stephanussj  detikcom    gundidr  blogdokter webinar vaksin  konsul puskespelaksana vaksin  konsul  sosmed melulu  srawung saudara lakilaki srawung,birinjambi tionotiono stephanussj detikcom gundidr blogdokter webinar vaksin konsul puskespelaksana vaksin konsul sosmed melulu srawung saudara lakilaki srawung,birinjambi tionotiono stephanussj detikcom gundidr blogdokter webinar vaksin konsul puskespelaksana vaksin konsul sosmed melulu srawung saudara lakilaki srawung,-3,2,birinjambi tionotiono stephanussj detikcom gundidr blogdokter webinar vaksin konsul puskespelaksana vaksin konsul sosmed melulu srawung saudara lakilaki srawung
@ birin_jambi @ jwscldh @ ariefapriansya1 @ _tiono_tiono_ @ stephanus_sj @ detikcom @ dr_koko28 @ gundidr @ blogdokter faktanya screening awal tenaga medis vaksin . bermodalkan asumsi, birinjambi  jwscldh    tionotiono  stephanussj  detikcom    gundidr  blogdokter faktanya screening awal tenaga medis vaksin  bermodalkan asumsi,birinjambi jwscldh tionotiono stephanussj detikcom gundidr blogdokter faktanya screening tenaga medis vaksin bermodalkan asumsi,birinjambi jwscldh tionotiono stephanussj detikcom gundidr blogdokter fakta screening tenaga medis vaksin modal asumsi,-1,2,birinjambi jwscldh tionotiono stephanussj detikcom gundidr blogdokter fakta screening tenaga medis vaksin modal asumsi
"@ blogdokter rsui masuk meja 1 ( masuk gedung ) skrining awal ( 7 riwayat bapil , demam riwayat terkonfirmasi covid ) . jk ditunda . jk komorbid sdh diedukasi awal mlakukan konsultasi dr spesialis amp ; bawa surat layak vaksin .", blogdokter rsui masuk meja   masuk gedung  skrining awal   riwayat bapil  demam riwayat terkonfirmasi covid   jk ditunda  jk komorbid sdh diedukasi awal mlakukan konsultasi dr spesialis amp  bawa surat layak vaksin ,blogdokter rsui masuk meja masuk gedung skrining riwayat bapil demam riwayat terkonfirmasi covid jk ditunda jk komorbid sdh diedukasi mlakukan konsultasi dr spesialis amp bawa surat layak vaksin,blogdokter rsui masuk meja masuk gedung skrining riwayat bapil demam riwayat konfirmasi covid jk tunda jk komorbid sdh edukasi mlakukan konsultasi dr spesialis amp bawa surat layak vaksin,8,1,blogdokter rsui masuk meja masuk gedung skrining riwayat bapil demam riwayat konfirmasi covid jk tunda jk komorbid sdh edukasi mlakukan konsultasi dr spesialis amp bawa surat layak vaksin
since menteri vaksin tidak jawab mungkin pegawai menteri @ madiazmadi jawabkan,since menteri vaksin tidak jawab mungkin pegawai menteri  madiazmadi jawabkan,since menteri vaksin pegawai menteri madiazmadi jawabkan,since menteri vaksin pegawai menteri madiazmadi jawab,6,1,since menteri vaksin pegawai menteri madiazmadi jawab
@ zafirah90 @ nemafaa @ detikcom pakai materai mertuanya vaksin tuntut puskesmas nya,   nemafaa  detikcom pakai materai mertuanya vaksin tuntut puskesmas nya,nemafaa detikcom pakai materai mertuanya vaksin tuntut puskesmas nya,nemafaa detikcom pakai materai mertua vaksin tuntut puskesmas nya,-3,2,nemafaa detikcom pakai materai mertua vaksin tuntut puskesmas nya
@ sociotalker vaksin nusantara.., sociotalker vaksin nusantara,sociotalker vaksin nusantara,sociotalker vaksin nusantara,0,0,sociotalker vaksin nusantara
"@ blogdokter , benar ! divaksin amp ; 4 meja . tenaga ahli periksa kesehatan amp ; kesehatan . aman , tidak merasakan gejala parah vaksin , cuman tangan pegel .", blogdokter  benar  divaksin amp   meja  tenaga ahli periksa kesehatan amp  kesehatan  aman  tidak merasakan gejala parah vaksin  cuman tangan pegel ,blogdokter divaksin amp meja tenaga ahli periksa kesehatan amp kesehatan aman merasakan gejala parah vaksin cuman tangan pegel,blogdokter vaksin amp meja tenaga ahli periksa sehat amp sehat aman rasa gejala parah vaksin cuman tangan gel,0,0,blogdokter vaksin amp meja tenaga ahli periksa sehat amp sehat aman rasa gejala parah vaksin cuman tangan gel
"@ ilmijamal tu pasai..alasan rakyat ramai , teeett kot , alasan healthworkers tidak ramai..tettt tidak juga..alasan vaksin banyak..tettt..kita vaksin dlm peti es lagi..it ’ s all abt determination of their leader..tu je", ilmijamal tu pasaialasan rakyat ramai  teeett kot  alasan healthworkers tidak ramaitettt tidak jugaalasan vaksin banyaktetttkita vaksin dlm peti es lagiit  s all abt determination of their leadertu je,ilmijamal tu pasaialasan rakyat ramai teeett kot alasan healthworkers ramaitettt jugaalasan vaksin banyaktetttkita vaksin dlm peti es lagiit s all abt determination of their leadertu je,ilmijamal tu pasaialasan rakyat ramai teeett kot alas healthworkers ramaitettt jugaalasan vaksin banyaktetttkita vaksin dlm peti es lagiit s all abt determination of their leadertu je,2,1,ilmijamal tu pasaialasan rakyat ramai teeett kot alas healthworkers ramaitettt jugaalasan vaksin banyaktetttkita vaksin dlm peti es lagiit s all abt determination of their leadertu je
@ blogdokter ahhh tetep bohong meja cek medis ga ngecek . kejadian vaksin org sakit meninggal ga jujur pas meja cek medis masuk suntik vaksin ., blogdokter ahhh tetep bohong meja cek medis ga ngecek  kejadian vaksin org sakit meninggal ga jujur pas meja cek medis masuk suntik vaksin ,blogdokter ahhh tetep bohong meja cek medis ga ngecek kejadian vaksin org sakit meninggal ga jujur pas meja cek medis masuk suntik vaksin,blogdokter ahhh tetep bohong meja cek medis ga ngecek jadi vaksin org sakit tinggal ga jujur pas meja cek medis masuk suntik vaksin,-20,2,blogdokter ahhh tetep bohong meja cek medis ga ngecek jadi vaksin org sakit tinggal ga jujur pas meja cek medis masuk suntik vaksin
@ khairizulfadhli hahahahha depa vaksin tu gambaq rimau kakak pedang kakak sarang labah labah depa p, khairizulfadhli hahahahha depa vaksin tu gambaq rimau kakak pedang kakak sarang labah labah depa p,khairizulfadhli hahahahha depa vaksin tu gambaq rimau kakak pedang kakak sarang labah labah depa p,khairizulfadhli hahahahha depa vaksin tu gambaq rimau kakak pedang kakak sarang labah labah depa p,0,0,khairizulfadhli hahahahha depa vaksin tu gambaq rimau kakak pedang kakak sarang labah labah depa p
"@ pilihanmuuu @ chubbyfabs @ bertanyarl tidak isu bohong ga , adminnya memprovokasi vaksin percaya tsunami covid india , jan percaya sm pemerintah . berita metro dibilang isu bohong sm teluur wkwk", pilihanmuuu  chubbyfabs  bertanyarl tidak isu bohong ga  adminnya memprovokasi vaksin percaya tsunami covid india  jan percaya sm pemerintah  berita metro dibilang isu bohong sm teluur wkwk,pilihanmuuu chubbyfabs bertanyarl isu bohong ga adminnya memprovokasi vaksin percaya tsunami covid india jan percaya sm pemerintah berita metro dibilang isu bohong sm teluur wkwk,pilihanmuuu chubbyfabs bertanyarl isu bohong ga adminnya provokasi vaksin percaya tsunami covid india jan percaya sm perintah berita metro bilang isu bohong sm teluur wkwk,-9,2,pilihanmuuu chubbyfabs bertanyarl isu bohong ga adminnya provokasi vaksin percaya tsunami covid india jan percaya sm perintah berita metro bilang isu bohong sm teluur wkwk
"tidur siang vaksin , ga si ?",tidur siang vaksin  ga si ,tidur siang vaksin ga si,tidur siang vaksin ga si,3,1,tidur siang vaksin ga si
"@ tulipkuning5 @ detikcom vaksin bukan obat coy . harusnnya mikirnya gini `` divaksin kena covid , ga divaksin '' .",   detikcom vaksin bukan obat coy  harusnnya mikirnya gini  divaksin kena covid  ga divaksin  ,detikcom vaksin obat coy harusnnya mikirnya gini divaksin kena covid ga divaksin,detikcom vaksin obat coy harusnnya mikirnya gin vaksin kena covid ga vaksin,-6,2,detikcom vaksin obat coy harusnnya mikirnya gin vaksin kena covid ga vaksin
@ birin_jambi @ ariefapriansya1 @ _tiono_tiono_ @ stephanus_sj @ detikcom @ dr_koko28 @ gundidr @ blogdokter udah vaksin ?, birinjambi    tionotiono  stephanussj  detikcom    gundidr  blogdokter udah vaksin ,birinjambi tionotiono stephanussj detikcom gundidr blogdokter udah vaksin,birinjambi tionotiono stephanussj detikcom gundidr blogdokter udah vaksin,0,0,birinjambi tionotiono stephanussj detikcom gundidr blogdokter udah vaksin
"tanggung jawab presiden bu , kan mewajibkan vaksin ? https : //t.co/74994gnyr5",tanggung jawab presiden bu  kan mewajibkan vaksin  https  ,tanggung presiden bu mewajibkan vaksin https,tanggung presiden bu wajib vaksin https,-4,2,tanggung presiden bu wajib vaksin https
@ dalamkesunyian @ detikcom diliat disini vaksin nya https : //t.co/wjcu2vgto8, dalamkesunyian  detikcom diliat disini vaksin nya https  ,dalamkesunyian detikcom diliat vaksin nya https,dalamkesunyian detikcom liat vaksin nya https,2,1,dalamkesunyian detikcom liat vaksin nya https
vaksin distribution pon kelaut tidak hairan ramai geng antivax malaysia . lambat kerajaan vaksin peratus tkmau ambik vaksin .,vaksin distribution pon kelaut tidak hairan ramai geng antivax malaysia  lambat kerajaan vaksin peratus tkmau ambik vaksin ,vaksin distribution pon kelaut hairan ramai geng antivax malaysia lambat kerajaan vaksin peratus tkmau ambik vaksin,vaksin distribution pon laut hairan ramai geng antivax malaysia lambat raja vaksin atus tkmau ambik vaksin,4,1,vaksin distribution pon laut hairan ramai geng antivax malaysia lambat raja vaksin atus tkmau ambik vaksin
sumpah vaksin got chill gais.. sakit betul.. lesu badan🥲,sumpah vaksin got chill gais sakit betul lesu badan🥲,sumpah vaksin got chill gais sakit lesu badan🥲,sumpah vaksin got chill gais sakit lesu badan,-12,2,sumpah vaksin got chill gais sakit lesu badan
habis vaksin ? https : //t.co/4fkkveasfc,habis vaksin  https  ,habis vaksin https,habis vaksin https,3,1,habis vaksin https
@ 501awani @ saifuddinabd @ kkmputrajaya bukan menteri deh ambik vaksin ? so mcm kena covid,   saifuddinabd  kkmputrajaya bukan menteri deh ambik vaksin  so mcm kena covid,saifuddinabd kkmputrajaya menteri deh ambik vaksin so mcm kena covid,saifuddinabd kkmputrajaya menteri deh ambik vaksin so mcm kena covid,-3,2,saifuddinabd kkmputrajaya menteri deh ambik vaksin so mcm kena covid
"@ indraku2627 @ firzahusain terbentuk antibodi vaksin nya , tertular . jd ttp mematuhi protokol kesehatan berjaga jaga .",   firzahusain terbentuk antibodi vaksin nya  tertular  jd ttp mematuhi protokol kesehatan berjaga jaga ,firzahusain terbentuk antibodi vaksin nya tertular jd ttp mematuhi protokol kesehatan berjaga jaga,firzahusain bentuk antibodi vaksin nya tular jd ttp patuh protokol sehat jaga jaga,12,1,firzahusain bentuk antibodi vaksin nya tular jd ttp patuh protokol sehat jaga jaga
"@ titimangso @ nosa_her @ kurawa dikasih pekerjaanya bidang virologi.bisa bikin vaksin . pas ketemuan . ngobrol trus dikasih kerja genose.kalau memang bisnis gak menghentikan , bisanya cuman ngakali biar gak kemakan .", titimangso  nosaher  kurawa dikasih pekerjaanya bidang virologibisa bikin vaksin  pas ketemuan  ngobrol trus dikasih kerja genosekalau memang bisnis gak menghentikan  bisanya cuman ngakali biar gak kemakan ,titimangso nosaher kurawa dikasih pekerjaanya bidang virologibisa bikin vaksin pas ketemuan ngobrol trus dikasih kerja genosekalau bisnis gak menghentikan bisanya cuman ngakali biar gak kemakan,titimangso nosaher rawa kasih pekerjaanya bidang virologibisa bikin vaksin pas ketemu ngobrol trus kasih kerja genosekalau bisnis gak henti bisa cuman ngakali biar gak makan,16,1,titimangso nosaher rawa kasih pekerjaanya bidang virologibisa bikin vaksin pas ketemu ngobrol trus kasih kerja genosekalau bisnis gak henti bisa cuman ngakali biar gak makan
", sehat2 , lumpuh lain-lain , ,adakah vaksin tubuh ? # vaksinuntukindonesia # vaksincovid19 # vaksinuntukkita https : //t.co/jiun0euhay",   lumpuh lainlain  adakah vaksin tubuh   vaksinuntukindonesia    vaksinuntukkita https  ,lumpuh lainlain adakah vaksin tubuh vaksinuntukindonesia vaksinuntukkita https,lumpuh lainlain ada vaksin tubuh vaksinuntukindonesia vaksinuntukkita https,0,0,lumpuh lainlain ada vaksin tubuh vaksinuntukindonesia vaksinuntukkita https
palembang 29 april 2021 giat personel batalyon a pelopor melaksanakan pengamanan gudang vaksin covid-19 kota palembang - - - - - # brimobuntukindonesia # divisihumaspolri # polisi_sumsel # polisiindonesia # brimobsumsel @ brimobsumsel https : //t.co/4vpvogj2nn,palembang  april  giat personel batalyon a pelopor melaksanakan pengamanan gudang vaksin  kota palembang       brimobuntukindonesia  divisihumaspolri  polisisumsel  polisiindonesia  brimobsumsel  brimobsumsel https  ,palembang april giat personel batalyon a pelopor melaksanakan pengamanan gudang vaksin kota palembang brimobuntukindonesia divisihumaspolri polisisumsel polisiindonesia brimobsumsel brimobsumsel https,palembang april giat personel batalyon a pelopor laksana aman gudang vaksin kota palembang brimobuntukindonesia divisihumaspolri polisisumsel polisiindonesia brimobsumsel brimobsumsel https,0,0,palembang april giat personel batalyon a pelopor laksana aman gudang vaksin kota palembang brimobuntukindonesia divisihumaspolri polisisumsel polisiindonesia brimobsumsel brimobsumsel https
vaksin gotong royong ...,vaksin gotong royong ,vaksin gotong royong,vaksin gotong royong,0,0,vaksin gotong royong
"perasaan vaksinnya udh dr 3hr , ngantuk beratnya smpe si kayaknya bukan bawaan vaksin . guenya emg ngantukan😂🤣",perasaan vaksinnya udh dr   ngantuk beratnya smpe si kayaknya bukan bawaan vaksin  guenya emg ngantukan😂🤣,perasaan vaksinnya udh dr ngantuk beratnya smpe si kayaknya bawaan vaksin guenya emg ngantukan😂🤣,asa vaksin udh dr ngantuk berat smpe si kayak bawa vaksin gue emg ngantukan,-2,2,asa vaksin udh dr ngantuk berat smpe si kayak bawa vaksin gue emg ngantukan
8x teman-teman.. 6hari haidl . 1hari efek vaksin bikin sakit kepala 1 ga sahur . wkwkwk, temanteman  haidl   efek vaksin bikin sakit kepala  ga sahur  wkwkwk,temanteman haidl efek vaksin bikin sakit kepala ga sahur wkwkwk,temanteman haidl efek vaksin bikin sakit kepala ga sahur wkwkwk,1,1,temanteman haidl efek vaksin bikin sakit kepala ga sahur wkwkwk
@ shenezya @ detikcom wkwk sok banget . ga vaksin kena corona kan mati ? gmn tuh mb, shenezya  detikcom wkwk sok banget  ga vaksin kena corona kan mati  gmn tuh mb,shenezya detikcom wkwk sok banget ga vaksin kena corona mati gmn tuh mb,shenezya detikcom wkwk sok banget ga vaksin kena corona mati gmn tuh mb,2,1,shenezya detikcom wkwk sok banget ga vaksin kena corona mati gmn tuh mb
vaksin kemayoran pagi ?,vaksin kemayoran pagi ,vaksin kemayoran pagi,vaksin mayor pagi,1,1,vaksin mayor pagi
"lakukan vaksin covid-19 , polres bone bolango gunakan sistem jemput bola https : //t.co/t5iic16z5p",lakukan vaksin   polres bone bolango gunakan sistem jemput bola https  ,lakukan vaksin polres bone bolango sistem jemput bola https,laku vaksin polres bone bolango sistem jemput bola https,-4,2,laku vaksin polres bone bolango sistem jemput bola https
nih coba gini ? sales vaksin https : //t.co/xccyvrpek7,nih coba gini  sales vaksin https  ,nih coba gini sales vaksin https,nih coba gin sales vaksin https,2,1,nih coba gin sales vaksin https
"@ zoo_fess nderrr semarang newmem dirumahhh , anabulku jantan2 gabisa berkembang biak : ) tidak adopt ? 1/2 gapapa deh.. insyaallah kebutuhan kaya vaksin/obat cacing/berobat/dan lain-lain terpenuhi", zoofess nderrr semarang newmem dirumahhh  anabulku  gabisa berkembang biak   tidak adopt   gapapa deh insyaallah kebutuhan kaya vaksinobat cacingberobatdan lainlain terpenuhi,zoofess nderrr semarang newmem dirumahhh anabulku gabisa berkembang biak adopt gapapa deh insyaallah kebutuhan kaya vaksinobat cacingberobatdan lainlain terpenuhi,zoofess nderrr semarang newmem dirumahhh anabulku gabisa kembang biak adopt gapapa deh insyaallah butuh kaya vaksinobat cacingberobatdan lainlain penuh,-1,2,zoofess nderrr semarang newmem dirumahhh anabulku gabisa kembang biak adopt gapapa deh insyaallah butuh kaya vaksinobat cacingberobatdan lainlain penuh
@ detikhealth jd vaksin gak gunanya 🤔🥱, detikhealth jd vaksin gak gunanya 🤔🥱,detikhealth jd vaksin gak gunanya 🤔🥱,detikhealth jd vaksin gak guna,1,1,detikhealth jd vaksin gak guna
"vaksin : terkena dampak negatif vaksin , dilanjutkan ? berita terbaru , guru sukabumi lumpuh divaksin kopet 19 .",vaksin  terkena dampak negatif vaksin  dilanjutkan  berita terbaru  guru sukabumi lumpuh divaksin kopet  ,vaksin terkena dampak negatif vaksin dilanjutkan berita terbaru guru sukabumi lumpuh divaksin kopet,vaksin kena dampak negatif vaksin lanjut berita baru guru sukabumi lumpuh vaksin kopet,-3,2,vaksin kena dampak negatif vaksin lanjut berita baru guru sukabumi lumpuh vaksin kopet
@ tuncarlos666 negeri tolak vaksin atokcow,  negeri tolak vaksin atokcow,negeri tolak vaksin atokcow,negeri tolak vaksin atokcow,-4,2,negeri tolak vaksin atokcow
@ detikcom tukeran kaki sm bininya tohir ... bininya joko..mrk aktor utamanya ... obatin sm komen belain vaksin..samperin sono guru susannya..buka mata mu, detikcom tukeran kaki sm bininya tohir  bininya jokomrk aktor utamanya  obatin sm komen belain vaksinsamperin sono guru susannyabuka mata mu,detikcom tukeran kaki sm bininya tohir bininya jokomrk aktor utamanya obatin sm komen belain vaksinsamperin sono guru susannyabuka mata mu,detikcom tukeran kaki sm bini tohir bini jokomrk aktor utama obatin sm komen bain vaksinsamperin sono guru susannyabuka mata mu,4,1,detikcom tukeran kaki sm bini tohir bini jokomrk aktor utama obatin sm komen bain vaksinsamperin sono guru susannyabuka mata mu
"@ nemafaa @ detikcom mertua w strooke , ga keluar rumah pas berobat puskesmas suruh vaksin nya wajib pasien disitu vaksin ga suntik , ga berpengaruh sakit ga sakit tetep disuruh tuh", nemafaa  detikcom mertua w strooke  ga keluar rumah pas berobat puskesmas suruh vaksin nya wajib pasien disitu vaksin ga suntik  ga berpengaruh sakit ga sakit tetep disuruh tuh,nemafaa detikcom mertua w strooke ga rumah pas berobat puskesmas suruh vaksin nya wajib pasien disitu vaksin ga suntik ga berpengaruh sakit ga sakit tetep disuruh tuh,nemafaa detikcom mertua w strooke ga rumah pas obat puskesmas suruh vaksin nya wajib pasien situ vaksin ga suntik ga pengaruh sakit ga sakit tetep suruh tuh,-22,2,nemafaa detikcom mertua w strooke ga rumah pas obat puskesmas suruh vaksin nya wajib pasien situ vaksin ga suntik ga pengaruh sakit ga sakit tetep suruh tuh
"@ ariefapriansya1 @ _tiono_tiono_ @ stephanus_sj @ detikcom @ dr_koko28 @ gundidr @ blogdokter wajib vaksin kesempatan konsultasi ahli kesehatan ... . ? jawabnya tidak , paksa ... .",   tionotiono  stephanussj  detikcom    gundidr  blogdokter wajib vaksin kesempatan konsultasi ahli kesehatan    jawabnya tidak  paksa  ,tionotiono stephanussj detikcom gundidr blogdokter wajib vaksin kesempatan konsultasi ahli kesehatan paksa,tionotiono stephanussj detikcom gundidr blogdokter wajib vaksin sempat konsultasi ahli sehat paksa,1,1,tionotiono stephanussj detikcom gundidr blogdokter wajib vaksin sempat konsultasi ahli sehat paksa
@ radenrandyjun memang sulit buktikan vaksin efektif dilengkapi bukti penurunan kasus . penurunan kasus sulit tidak perbaikan sistem tes https : //t.co/pgluncr19x, radenrandyjun memang sulit buktikan vaksin efektif dilengkapi bukti penurunan kasus  penurunan kasus sulit tidak perbaikan sistem tes https  ,radenrandyjun sulit buktikan vaksin efektif dilengkapi bukti penurunan penurunan sulit perbaikan sistem tes https,radenrandyjun sulit bukti vaksin efektif lengkap bukti turun turun sulit baik sistem tes https,2,1,radenrandyjun sulit bukti vaksin efektif lengkap bukti turun turun sulit baik sistem tes https
@ qanr__ vaksin, qanr vaksin,qanr vaksin,qanr vaksin,0,0,qanr vaksin
full time kaki judi lepasni nak vaksin awal,full time kaki judi lepasni nak vaksin awal,full time kaki judi lepasni nak vaksin,full time kaki judi lepasni nak vaksin,0,0,full time kaki judi lepasni nak vaksin
motif utama parlimen perlu bersidang kegagalan kerajaan pn mengatasi penularan covid-19 wang rakyat jarah alasan membeli vaksin . ekonomi negara parah amp ; rakyat menderita dlm kesusahan ! @ umnoonline @ alamurni @ zlk69 https : //t.co/bueluguyig,motif utama parlimen perlu bersidang kegagalan kerajaan pn mengatasi penularan  wang rakyat jarah alasan membeli vaksin  ekonomi negara parah amp  rakyat menderita dlm kesusahan   umnoonline  alamurni   https  tcobueluguyig,motif utama parlimen bersidang kegagalan kerajaan pn mengatasi penularan wang rakyat jarah alasan membeli vaksin ekonomi negara parah amp rakyat menderita dlm kesusahan umnoonline alamurni https tcobueluguyig,motif utama parlimen sidang gagal raja pn atas tular wang rakyat jarah alas beli vaksin ekonomi negara parah amp rakyat derita dlm susah umnoonline alamurni https tcobueluguyig,-26,2,motif utama parlimen sidang gagal raja pn atas tular wang rakyat jarah alas beli vaksin ekonomi negara parah amp rakyat derita dlm susah umnoonline alamurni https tcobueluguyig
"tua vaksin , benar-benar lingkungan teman hampir kabar kena covid : ( stay safe kawan-kawan ! 💪🏼💪🏼💪🏼",tua vaksin  benarbenar lingkungan teman hampir kabar kena covid   stay safe kawankawan  💪🏼💪🏼💪🏼,tua vaksin benarbenar lingkungan teman kabar kena covid stay safe kawankawan 💪🏼💪🏼💪🏼,tua vaksin benarbenar lingkung teman kabar kena covid stay safe kawankawan,-5,2,tua vaksin benarbenar lingkung teman kabar kena covid stay safe kawankawan
# partisiojol harapan sbg mitra grab gojek . smoga program vaksinasi driver dipercepat amp ; pakai sistem punishmen driver g hadir undangan vaksin.biar driver kena vaksin.jadi g pembeda driver protect amp ; non protect amp ; ga perlu semprot . end, partisiojol harapan sbg mitra grab gojek  smoga program vaksinasi driver dipercepat amp  pakai sistem punishmen driver g hadir undangan vaksinbiar driver kena vaksinjadi g pembeda driver protect amp  non protect amp  ga perlu semprot  end,partisiojol harapan sbg mitra grab gojek smoga program vaksinasi driver dipercepat amp pakai sistem punishmen driver g hadir undangan vaksinbiar driver kena vaksinjadi g pembeda driver protect amp non protect amp ga semprot end,partisiojol harap sbg mitra grab gojek smoga program vaksinasi driver cepat amp pakai sistem punishmen driver g hadir undang vaksinbiar driver kena vaksinjadi g beda driver protect amp non protect amp ga semprot end,8,1,partisiojol harap sbg mitra grab gojek smoga program vaksinasi driver cepat amp pakai sistem punishmen driver g hadir undang vaksinbiar driver kena vaksinjadi g beda driver protect amp non protect amp ga semprot end
"@ dranux @ detikcom hei , judul digembargemborkan . `` vaksin aman halal '' . bukan `` vaksin aman halal 95 % '' . , gak divaksin meninggal dunia covid .", dranux  detikcom hei  judul digembargemborkan   vaksin aman halal   bukan  vaksin aman halal      gak divaksin meninggal dunia covid ,dranux detikcom hei judul digembargemborkan vaksin aman halal vaksin aman halal gak divaksin meninggal dunia covid,dranux detikcom hei judul digembargemborkan vaksin aman halal vaksin aman halal gak vaksin tinggal dunia covid,4,1,dranux detikcom hei judul digembargemborkan vaksin aman halal vaksin aman halal gak vaksin tinggal dunia covid
kajian mendapati risiko pembekuan darah akibat jangkitan covid-19 8 - 10 risiko pembekuan darah akibat vaksin daftar vaksinasi : https : //t.co/gs8m5kxltm # kerajaanprihatin # lindungdirilindungsemua https : //t.co/u7ljdo7g5v,kajian mendapati risiko pembekuan darah akibat jangkitan     risiko pembekuan darah akibat vaksin daftar vaksinasi  https    kerajaanprihatin  lindungdirilindungsemua https  ,kajian mendapati risiko pembekuan darah akibat jangkitan risiko pembekuan darah akibat vaksin daftar vaksinasi https kerajaanprihatin lindungdirilindungsemua https,kaji dapat risiko beku darah akibat jangkit risiko beku darah akibat vaksin daftar vaksinasi https kerajaanprihatin lindungdirilindungsemua https,6,1,kaji dapat risiko beku darah akibat jangkit risiko beku darah akibat vaksin daftar vaksinasi https kerajaanprihatin lindungdirilindungsemua https
"bodo , tak takon , jare vaksin ki ben kebal kopid . bibar vaksin jek wedi kopid ? lha asline vaksin mu kui manjur ora ? nek ora manjur ngopo ndadak disuntikne ? ngentekne duit ae ...",bodo  tak takon  jare vaksin ki ben kebal kopid  bibar vaksin jek wedi kopid  lha asline vaksin mu kui manjur ora  nek ora manjur ngopo ndadak disuntikne  ngentekne duit ae ,bodo takon jare vaksin ki ben kebal kopid bibar vaksin jek wedi kopid lha asline vaksin mu kui manjur ora nek ora manjur ngopo ndadak disuntikne ngentekne duit ae,bodo takon jare vaksin ki ben kebal kopid bibar vaksin jek wedi kopid lha asline vaksin mu kui manjur ora nek ora manjur ngopo ndadak disuntikne ngentekne duit ae,-3,2,bodo takon jare vaksin ki ben kebal kopid bibar vaksin jek wedi kopid lha asline vaksin mu kui manjur ora nek ora manjur ngopo ndadak disuntikne ngentekne duit ae
"@ rokandt tujuan vaksinasi sukses . menurunnya positivity rate , membuat pandemi berakhir vaksin .", rokandt tujuan vaksinasi sukses  menurunnya positivity rate  membuat pandemi berakhir vaksin ,rokandt tujuan vaksinasi sukses menurunnya positivity rate pandemi vaksin,rokandt tuju vaksinasi sukses turun positivity rate pandemi vaksin,2,1,rokandt tuju vaksinasi sukses turun positivity rate pandemi vaksin
"@ detikcom berita ga , vaksin nya ? ? bicara tahap 2 , vaksin hepatitis 3 tahap ah berita click bait doank ,", detikcom berita ga  vaksin nya   bicara tahap   vaksin hepatitis  tahap ah berita click bait doank ,detikcom berita ga vaksin nya bicara tahap vaksin hepatitis tahap ah berita click bait doank,detikcom berita ga vaksin nya bicara tahap vaksin hepatitis tahap ah berita click bait doank,-7,2,detikcom berita ga vaksin nya bicara tahap vaksin hepatitis tahap ah berita click bait doank
@ detikcom kasus jarang langka dr sekiaj juta berhasil vaksin . eh bilang tu kan gara gara divaksin . hebat kesimpulan ., detikcom kasus jarang langka dr sekiaj juta berhasil vaksin  eh bilang tu kan gara gara divaksin  hebat kesimpulan ,detikcom jarang langka dr sekiaj juta berhasil vaksin eh bilang tu gara gara divaksin hebat kesimpulan,detikcom jarang langka dr sekiaj juta hasil vaksin eh bilang tu gara gara vaksin hebat simpul,-5,2,detikcom jarang langka dr sekiaj juta hasil vaksin eh bilang tu gara gara vaksin hebat simpul
"# partisiojol kebelakang , gojek grab gencar vaksinasi mitra drivernya roda 2 roda 4 . sistem vaksin mitranya beda grab gojek . ( udh bahas ) sebatas jakarta daerah jakarta .", partisiojol kebelakang  gojek grab gencar vaksinasi mitra drivernya roda  roda   sistem vaksin mitranya beda grab gojek   udh bahas  sebatas jakarta daerah jakarta ,partisiojol kebelakang gojek grab gencar vaksinasi mitra drivernya roda roda sistem vaksin mitranya beda grab gojek udh bahas sebatas jakarta daerah jakarta,partisiojol belakang gojek grab gencar vaksinasi mitra drivernya roda roda sistem vaksin mitra beda grab gojek udh bahas batas jakarta daerah jakarta,-13,2,partisiojol belakang gojek grab gencar vaksinasi mitra drivernya roda roda sistem vaksin mitra beda grab gojek udh bahas batas jakarta daerah jakarta
"@ rakaawibiru @ detikcom butuh , ga vaksin ga kan", rakaawibiru  detikcom butuh  ga vaksin ga kan,rakaawibiru detikcom butuh ga vaksin ga,rakaawibiru detikcom butuh ga vaksin ga,-5,2,rakaawibiru detikcom butuh ga vaksin ga
